Open,High,Low,Close,Adj Close,Volume
4.239999771118164,4.335999965667725,4.159999847412109,4.210000038146973,4.210000038146973,8300
4.400000095367432,4.539999961853027,4.2729997634887695,4.505000114440918,4.505000114440918,11300
4.599999904632568,4.599999904632568,4.349999904632568,4.579999923706055,4.579999923706055,70900
5.199999809265137,5.760000228881836,5.151000022888184,5.53000020980835,5.53000020980835,46500
6.510000228881836,7.329999923706055,6.449999809265137,6.809999942779541,6.809999942779541,197400
7.400000095367432,7.760000228881836,6.78000020980835,7.505000114440918,7.505000114440918,50300
8.289999961853027,9.420000076293945,7.860000133514404,9.40999984741211,9.40999984741211,91900
11.609999656677246,12.61299991607666,10.25,12.34000015258789,12.34000015258789,127400
10.010000228881836,10.09000015258789,7.400000095367432,8.140000343322754,8.140000343322754,212800
8.989999771118164,11.319999694824219,8.5600004196167,10.819999694824219,10.819999694824219,182600
