,2023-09-30,2023-06-30,2023-03-31,2022-12-31
TreasurySharesNumber,3060000.0,2815000.0,2565000.0,2565000.0
OrdinarySharesNumber,54437000.0,54099000.0,53638000.0,52128000.0
ShareIssued,57497000.0,56914000.0,56203000.0,54693000.0
TotalDebt,40307000.0,41953000.0,44373000.0,46652000.0
TangibleBookValue,117665000.0,118758000.0,117069000.0,110072000.0
InvestedCapital,117665000.0,118758000.0,117069000.0,110072000.0
WorkingCapital,87192000.0,89926000.0,87140000.0,79843000.0
NetTangibleAssets,117665000.0,118758000.0,117069000.0,110072000.0
CapitalLeaseObligations,40307000.0,41953000.0,44373000.0,46652000.0
CommonStockEquity,117665000.0,118758000.0,117069000.0,110072000.0
TotalCapitalization,117665000.0,118758000.0,117069000.0,110072000.0
TotalEquityGrossMinorityInterest,117665000.0,118758000.0,117069000.0,110072000.0
StockholdersEquity,117665000.0,118758000.0,117069000.0,110072000.0
GainsLossesNotAffectingRetainedEarnings,1153000.0,1174000.0,1150000.0,1126000.0
OtherEquityAdjustments,1153000.0,1174000.0,1150000.0,1126000.0
TreasuryStock,9766000.0,8672000.0,7625000.0,7625000.0
RetainedEarnings,-182888000.0,-180371000.0,-179700000.0,-180751000.0
AdditionalPaidInCapital,309106000.0,306568000.0,303185000.0,297265000.0
CapitalStock,60000.0,59000.0,59000.0,57000.0
CommonStock,60000.0,59000.0,59000.0,57000.0
TotalLiabilitiesNetMinorityInterest,153157000.0,153291000.0,129791000.0,128327000.0
TotalNonCurrentLiabilitiesNetMinorityInterest,33586000.0,36107000.0,38334000.0,40299000.0
OtherNonCurrentLiabilities,2550000.0,3312000.0,3202000.0,2971000.0
LongTermDebtAndCapitalLeaseObligation,31036000.0,32795000.0,35132000.0,37328000.0
LongTermCapitalLeaseObligation,31036000.0,32795000.0,35132000.0,37328000.0
CurrentLiabilities,119571000.0,117184000.0,91457000.0,88028000.0
OtherCurrentLiabilities,5008000.0,5546000.0,6071000.0,4622000.0
CurrentDebtAndCapitalLeaseObligation,9271000.0,9158000.0,9241000.0,9324000.0
CurrentCapitalLeaseObligation,9271000.0,9158000.0,9241000.0,9324000.0
PayablesAndAccruedExpenses,105292000.0,102480000.0,76145000.0,74082000.0
CurrentAccruedExpenses,21860000.0,19482000.0,20924000.0,16466000.0
Payables,83432000.0,82998000.0,55221000.0,57616000.0
AccountsPayable,83432000.0,82998000.0,55221000.0,57616000.0
TotalAssets,270822000.0,272049000.0,246860000.0,238399000.0
TotalNonCurrentAssets,64059000.0,64939000.0,68263000.0,70528000.0
OtherNonCurrentAssets,3264000.0,2472000.0,2589000.0,2537000.0
NetPPE,60795000.0,62467000.0,65674000.0,67991000.0
AccumulatedDepreciation,,,,-24129000.0
GrossPPE,60795000.0,62467000.0,65674000.0,92120000.0
Leases,,,,2457000.0
ConstructionInProgress,,,,10341000.0
OtherProperties,60795000.0,62467000.0,65674000.0,43701000.0
MachineryFurnitureEquipment,,,,35621000.0
Properties,,,,0.0
CurrentAssets,206763000.0,207110000.0,178597000.0,167871000.0
OtherCurrentAssets,6671000.0,6675000.0,7183000.0,6672000.0
Inventory,123965000.0,113739000.0,112364000.0,136026000.0
Receivables,9448000.0,7483000.0,9745000.0,6406000.0
AccountsReceivable,9448000.0,7483000.0,9745000.0,6406000.0
CashCashEquivalentsAndShortTermInvestments,66679000.0,79213000.0,49305000.0,18767000.0
CashAndCashEquivalents,66679000.0,79213000.0,49305000.0,18767000.0
